Symbol;Name;LastSale;MarketCap;Sector;Industry;Exchange;BookValuePerShare
BRKR;Bruker Corporation;21.02;3528623658;Capital Goods;Biotechnology: Laboratory Analytical Instruments;NASDAQ;5.15
BRKS;Brooks Automation, Inc.;9.4;627978872.2;Technology;Industrial Machinery/Components;NASDAQ;9.94
BRLI;Bio-Reference Laboratories, Inc.;26.35;730346718.1;Health Care;Medical Specialities;NASDAQ;9.92
BSDM;BSD Medical Corporation;1.02;34825438.74;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;NASDAQ;0.28
BSET;Bassett Furniture Industries, Incorporated;13.47;146077206.5;Consumer Durables;Home Furnishings;NASDAQ;14.54
BSFT;BroadSoft, Inc.;21.94;627147945;Technology;Computer Software: Prepackaged Software;NASDAQ;7.25
BSPM;Biostar Pharmaceuticals, Inc.;1.386;19855992.62;Health Care;Major Pharmaceuticals;NASDAQ;4.58
BSQR;BSQUARE Corporation;3.42;39242136.78;Miscellaneous;Business Services;NASDAQ;2.17
BSRR;Sierra Bancorp;15.68;221419459.5;Finance;Major Banks;NASDAQ;12.99
BSTC;BioSpecifics Technologies Corp;26.99;172609470.9;Health Care;Major Pharmaceuticals;NASDAQ;3.67
BTUI;BTU International, Inc.;2.71;25899169.19;Technology;Industrial Machinery/Components;NASDAQ;1.8
BUR;Burcon Nutrascience Corp;3.21;107486750.5;Miscellaneous;Multi-Sector Companies;NASDAQ;0.16
BUSE;First Busey Corporation;5.52;479259261.6;Finance;Major Banks;NASDAQ;4.01
BV;Bazaarvoice, Inc.;6.44;495194577.9;Technology;Computer Software: Prepackaged Software;NASDAQ;2.94
BVA;Cordia Bancorp Inc.;4.212;11744328.02;NA;NA;NASDAQ;4.67
BVSN;BroadVision, Inc.;9.53;45696912.27;Technology;Computer Software: Prepackaged Software;NASDAQ;8.69
BWEN;Broadwind Energy, Inc.;11.06;162710240.7;Capital Goods;Metal Fabrications;NASDAQ;6.44
BWFG;Bankwell Financial Group, Inc.;18;118423728;NA;NA;NASDAQ;15.38
BWINA;Baldwin & Lyons, Inc.;23;344482615;Finance;Property-Casualty Insurers;NASDAQ;26.05
BWINB;Baldwin & Lyons, Inc.;24.86;372340774.3;Finance;Property-Casualty Insurers;NASDAQ;26.05
BWLD;Buffalo Wild Wings, Inc.;146.64;2771675047;Consumer Services;Restaurants;NASDAQ;26.31
BYBK;Bay Bancorp, Inc.;4.868;45660637.6;Finance;Major Banks;NASDAQ;5.86
BYFC;Broadway Financial Corporation;1.26;25511420.34;Finance;Savings Institutions;NASDAQ;1.31
BYLK;Baylake Corp;12.6;100010244.6;Finance;Major Banks;NASDAQ;12.23
CA;CA Inc.;28.69;12707966330;Technology;Computer Software: Prepackaged Software;NASDAQ;12.7
CAAS;China Automotive Systems, Inc.;8.6;241169963.4;Capital Goods;Auto Parts:O.E.M.;NASDAQ;8.25
CAC;Camden National Corporation;36.43;270285609;Finance;Major Banks;NASDAQ;30.93
CACB;Cascade Bancorp;4.45;211648052;Finance;Major Banks;NASDAQ;4.03
CACC;Credit Acceptance Corporation;129.05;2904874720;Finance;Finance: Consumer Services;NASDAQ;30.47
CACG;Chart Acquisition Corp.;9.965;97158750;Finance;Business Services;NASDAQ;1.4
CACH;Cache, Inc.;1.71;37451474.37;Consumer Services;Clothing/Shoe/Accessory Stores;NASDAQ;0.36
CACQ;Caesars Acquisition Company;12.08;1640124335;Consumer Services;Hotels/Resorts;NASDAQ;8.46
CADC;China Advanced Construction Materials Group, Inc.;3.99;5932615.29;Basic Industries;Engineering & Construction;NASDAQ;27.22
CAKE;The Cheesecake Factory Incorporated;45.73;2284007166;Consumer Services;Restaurants;NASDAQ;10.4
CALD;Callidus Software, Inc.;10.39;477507630.5;Technology;EDP Services;NASDAQ;0.91
CALI;China Auto Logistics Inc.;2.37;9561513.78;Consumer Services;Motor Vehicles;NASDAQ;14.94
CALL;magicJack VocalTec Ltd;14.18;252859603.4;Public Utilities;Telecommunications Equipment;NASDAQ;2.53
CALM;Cal-Maine Foods, Inc.;69.47;1679892765;Consumer Non-Durables;Farming/Seeds/Milling;NASDAQ;23.66
CAMP;CalAmp Corp.;18.3;657605778.6;Technology;Radio And Television Broadcasting And Communications Equipment;NASDAQ;3.77
CAMT;Camtek Ltd.;3.21;97776442.71;Capital Goods;Electronic Components;NASDAQ;2.06
CAR;Avis Budget Group, Inc.;57.96;6108781430;Consumer Services;Rental/Leasing Companies;NASDAQ;6.66
CARA;Cara Therapeutics, Inc.;13.91;314393778.3;Health Care;Major Pharmaceuticals;NASDAQ;2.87
CARB;Carbonite, Inc.;10.89;290681368.6;Technology;EDP Services;NASDAQ;0.51
CART;Carolina Trust Bank;5;23172410;NA;NA;NASDAQ;4.25
CARV;Carver Bancorp, Inc.;10.8;39915633.6;Finance;Savings Institutions;NASDAQ;1.5
CASH;Meta Financial Group, Inc.;38.2;234139221.8;Finance;Savings Institutions;NASDAQ;25.4
CASS;Cass Information Systems, Inc;49.18;567033350.9;Miscellaneous;Business Services;NASDAQ;17.03
CASY;Caseys General Stores, Inc.;71.09;2736114550;Consumer Durables;Automotive Aftermarket;NASDAQ;18.23
CATM;Cardtronics, Inc.;28.29;1258360700;Miscellaneous;Business Services;NASDAQ;5.81
CATY;Cathay General Bancorp;24.12;1920425741;Finance;Major Banks;NASDAQ;18.77
CAVM;Cavium, Inc.;48.41;2557882158;Technology;Semiconductors;NASDAQ;5.72
CBAN;Colony Bankcorp, Inc.;6.1;51479473.8;Finance;Major Banks;NASDAQ;7.63
CBEY;Cbeyond, Inc.;9.93;307606972.2;Public Utilities;Telecommunications Equipment;NASDAQ;5.24
CBF;Capital Bank Financial Corp.;24.36;1226418280;Finance;Major Banks;NASDAQ;22.11
CBIN;Community Bank Shares of Indiana, Inc.;25.55;87818083.85;Finance;Major Banks;NASDAQ;18.3
CBMX;CombiMatrix Corporation;2.17;24007243.82;Capital Goods;Biotechnology: Laboratory Analytical Instruments;NASDAQ;1.18
CBNJ;Cape Bancorp, Inc.;10.73;126853718.9;Finance;Major Banks;NASDAQ;12.65
CBNK;Chicopee Bancorp, Inc.;16.6;90272211;Finance;Banks;NASDAQ;17.85
CBOE;CBOE Holdings, Inc.;50.25;4320594746;Finance;Investment Bankers/Brokers/Service;NASDAQ;3.33
CBPO;China Biologic Products, Inc.;45.41;1064531418;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;7.88
CBRL;Cracker Barrel Old Country Store, Inc.;100.57;2395627685;Consumer Services;Restaurants;NASDAQ;20.45
CBRX;Columbia Laboratories, Inc.;6.67;71759228.35;Health Care;Major Pharmaceuticals;NASDAQ;3.64
CBSH;Commerce Bancshares, Inc.;44.04;4191979109;Finance;Major Banks;NASDAQ;23.69
CBST;Cubist Pharmaceuticals, Inc.;66.66;5019852831;Health Care;Major Pharmaceuticals;NASDAQ;19.23
CCBG;Capital City Bank Group;13.12;228637700.5;Finance;Major Banks;NASDAQ;16.06
CCCL;China Ceramics Co., Ltd.;1.35;27581631.3;Capital Goods;Building Materials;NASDAQ;11.31
CCCR;China Commercial Credit, Inc.;3.66;44823331.92;Finance;Major Banks;NASDAQ;8.17
CCIH;ChinaCache International Holdings Ltd.;14.6;341698823.4;Technology;EDP Services;NASDAQ;5.57
CCMP;Cabot Microelectronics Corporation;42.88;1034066723;Technology;Semiconductors;NASDAQ;15.03
CCNE;CNB Financial Corporation;16.32;236075442.2;Finance;Major Banks;NASDAQ;11.97
CCOI;Cogent Communications Holdings, Inc.;36.07;1680769156;Technology;Computer Software: Prepackaged Software;NASDAQ;3.54
CCRN;Cross Country Healthcare, Inc.;5.67;176393683;Technology;Professional Services;NASDAQ;5.15
CCUR;Concurrent Computer Corporation;7.97;73820036.86;Technology;Computer Manufacturing;NASDAQ;2.91
CCXI;ChemoCentryx, Inc.;5.28;228372582.2;Health Care;Major Pharmaceuticals;NASDAQ;3.18
CDNS;Cadence Design Systems, Inc.;16.57;4797213840;Technology;Computer Software: Prepackaged Software;NASDAQ;4.19
CDTI;Clean Diesel Technologies, Inc.;2.49;30758340.03;Capital Goods;Pollution Control Equipment;NASDAQ;0.47
CDW;CDW Corporation;29.49;5073198643;Consumer Services;Catalog/Specialty Distribution;NASDAQ;4.39
CDXS;Codexis, Inc.;1.43;55284905.39;Basic Industries;Major Chemicals;NASDAQ;0.95
CECE;CECO Environmental Corp.;14.14;364354825.5;Capital Goods;Pollution Control Equipment;NASDAQ;6.71
CECO;Career Education Corporation;4.46;299814566.6;Consumer Services;Other Consumer Services;NASDAQ;5.93
CELG;Celgene Corporation;154.87;62012553997;Health Care;Major Pharmaceuticals;NASDAQ;11.2
CEMI;Chembio Diagnostics, Inc.;3.19;30510002.16;Health Care;Major Pharmaceuticals;NASDAQ;2.13
CEMP;Cempra, Inc.;9.07;301136643.6;Health Care;Major Pharmaceuticals;NASDAQ;1.62
CENT;Central Garden & Pet Company;7.75;390957220.8;Consumer Durables;Consumer Specialties;NASDAQ;9.61
CENTA;Central Garden & Pet Company;7.83;394992908.2;Consumer Durables;Consumer Specialties;NASDAQ;9.61
CENX;Century Aluminum Company;13.93;1236813984;Basic Industries;Aluminum;NASDAQ;11.08
CERE;Ceres, Inc.;0.6802;32788792.73;Consumer Non-Durables;Farming/Seeds/Milling;NASDAQ;0.77
CERN;Cerner Corporation;54.2;18610758931;Technology;EDP Services;NASDAQ;9.46
CERS;Cerus Corporation;3.97;287876610;Health Care;Medical/Dental Instruments;NASDAQ;0.62
CETV;Central European Media Enterprises Ltd.;2.84;383801482.3;Consumer Services;Broadcasting;NASDAQ;2.89
CEVA;CEVA, Inc.;14.99;314579885.2;Technology;Semiconductors;NASDAQ;9.1
CFBK;Central Federal Corporation;1.51;23893802.1;Finance;Savings Institutions;NASDAQ;1.44
CFFI;C&F Financial Corporation;35.21;119889028.9;Finance;Major Banks;NASDAQ;34.43
CFFN;Capitol Federal Financial, Inc.;12.1;1731762805;Finance;Savings Institutions;NASDAQ;10.97
CFNB;California First National Bancorp;15.01;157003459.2;Finance;Major Banks;NASDAQ;17.39
CFNL;Cardinal Financial Corporation;17.41;556454537.6;Finance;Major Banks;NASDAQ;11.03
CG;The Carlyle Group L.P.;31.52;11982993135;Finance;Investment Managers;NASDAQ;13.07
CGEN;Compugen Ltd.;8.07;390430158.9;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;2.3
CGIX;Cancer Genetics, Inc.;10.7;99328025.1;Health Care;Medical Specialities;NASDAQ;4.7
CGNX;Cognex Corporation;35.29;3064583635;Capital Goods;Industrial Machinery/Components;NASDAQ;7.61
CHCI;Comstock Holding Companies, Inc.;1.32;28398815.28;Capital Goods;Homebuilding;NASDAQ;0.13
CHCO;City Holding Company;43.34;680473322.1;Finance;Major Banks;NASDAQ;25.05
CHDN;Churchill Downs, Incorporated;86.14;1538231784;Consumer Services;Services-Misc. Amusement & Recreation;NASDAQ;40.45
CHDX;Chindex International, Inc.;23.69;432078806.6;Health Care;Medical Specialities;NASDAQ;9.18
CHEF;"The Chefs&#39; Warehouse, Inc.";18.33;459033955.8;Consumer Non-Durables;Food Distributors;NASDAQ;5.31
CHEV;Cheviot Financial Corp;11.48;77803438.44;Finance;Savings Institutions;NASDAQ;13.93
CHFC;Chemical Financial Corporation;28.55;852670331.6;Finance;Major Banks;NASDAQ;23.63
CHFN;Charter Financial Corp.;10.89;245475715.3;Finance;Savings Institutions;NASDAQ;12.45
CHKE;Cherokee Inc.;13.41;112690935;Consumer Non-Durables;Apparel;NASDAQ;2.13
CHKP;Check Point Software Technologies Ltd.;64.49;12304027624;Technology;Computer Software: Prepackaged Software;NASDAQ;18.92
CHLN;China Housing & Land Development, Inc.;1.94;66897908.52;Basic Industries;Homebuilding;NASDAQ;3.77
CHMG;Chemung Financial Corp;28.67;132322715.2;Finance;Major Banks;NASDAQ;30.45
CHNR;China Natural Resources, Inc.;3.7;92170389.2;Basic Industries;Precious Metals;NASDAQ;1.04
CHOP;China Gerui Advanced Materials Group Limited;0.82;48808786.2;Capital Goods;Steel/Iron Ore;NASDAQ;4.81
CHRM;Charm Communications Inc.;4.5;183152538;Technology;Advertising;NASDAQ;5.21
CHRW;C.H. Robinson Worldwide, Inc.;59.78;8873149286;Transportation;Oil Refining/Marketing;NASDAQ;6.61
CHTP;Chelsea Therapeutics International, Ltd.;6.54;516240472.1;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;0.46
CHTR;Charter Communications, Inc.;147.15;16084307562;Consumer Services;Television Services;NASDAQ;1.17
CHUY;"Chuy&#39;s Holdings, Inc.";31.86;523640987.8;Consumer Services;Restaurants;NASDAQ;6.58
CHYR;ChyronHego Corporation;2.13;75708696.57;Miscellaneous;Industrial Machinery/Components;NASDAQ;0.59
CIFC;CIFC Corp.;8.29;174006727;Finance;Finance: Consumer Services;NASDAQ;15.59
CIMT;Cimatron, Limited;6.55;70487150.35;Technology;EDP Services;NASDAQ;2.09
CINF;Cincinnati Financial Corporation;48.67;7958475960;Finance;Property-Casualty Insurers;NASDAQ;37.84
CISAA;CIS Acquisition Ltd.;10.2501;52644513.6;Finance;Business Services;NASDAQ;1.3
CISG;CNinsure Inc.;7.59;379067946.8;Finance;Specialty Insurers;NASDAQ;9.91
CIZN;Citizens Holding Company;18.47;90089530.58;Finance;Major Banks;NASDAQ;14.96
CJJD;China Jo-Jo Drugstores, Inc.;1.71;24468393.42;Health Care;Other Pharmaceuticals;NASDAQ;2.13
CKEC;Carmike Cinemas, Inc.;34.41;791876194.5;Consumer Services;Movies/Entertainment;NASDAQ;10.51
CKSW;ClickSoftware Technologies Ltd.;8.08;262556166;Technology;Computer Software: Prepackaged Software;NASDAQ;1.75
CLBH;Carolina Bank Holdings Inc.;9.94;34090621.6;Finance;Major Banks;NASDAQ;11.36
CLCT;Collectors Universe, Inc.;20.56;180720858;Miscellaneous;Business Services;NASDAQ;2.17
CLDN;Celladon Corporation;8.24;152440123.6;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;2.95
CLDX;Celldex Therapeutics, Inc.;13.69;1223308871;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances;NASDAQ;3.27
CLFD;Clearfield, Inc.;17.27;231800668.7;Public Utilities;Telecommunications Equipment;NASDAQ;3.35
CLIR;ClearSign Combustion Corporation;8.34;80330154.42;Capital Goods;Industrial Machinery/Components;NASDAQ;0.84
CLMS;Calamos Asset Management, Inc.;12.53;257264381.2;Finance;Investment Bankers/Brokers/Service;NASDAQ;11.08
CLMT;Calumet Specialty Products Partners, L.P.;31.5;2183494257;Energy;Integrated oil Companies;NASDAQ;13.98
CLNE;Clean Energy Fuels Corp.;10.5;943517568;Public Utilities;Natural Gas Distribution;NASDAQ;5.46
CLNT;Cleantech Solutions International, Inc.;5.405;19290455.81;Technology;Industrial Machinery/Components;NASDAQ;26.57
CLRO;ClearOne, Inc.;9.89;91587680.15;Public Utilities;Telecommunications Equipment;NASDAQ;7.92
CLRX;CollabRx, Inc.;2.95;5909962.15;Technology;EDP Services;NASDAQ;1.91
CLSN;Celsion Corporation;3.12;53717245.92;Health Care;Major Pharmaceuticals;NASDAQ;2.36
CLTX;Celsus Therapeutics Plc;5.0101;20154605.23;Health Care;Major Pharmaceuticals;NASDAQ;1.45
CLVS;Clovis Oncology, Inc.;47.75;1619278279;Health Care;Major Pharmaceuticals;NASDAQ;13.95
CLWT;Euro Tech Holdings Company Limited;4.01;8297584.23;Consumer Durables;Diversified Electronic Products;NASDAQ;7.67
CMCO;Columbus McKinnon Corporation;28.82;572000021.8;Capital Goods;Construction/Ag Equipment/Trucks;NASDAQ;14.75
CMCT;CIM Commercial Trust Corporation;22.8;2224484234;Consumer Services;Real Estate Investment Trusts;NASDAQ;43.25
CMCSA;Comcast Corporation;52.56;1.37E+11;Consumer Services;Television Services;NASDAQ;19.72
CMCSK;Comcast Corporation;52.21;1.36E+11;Consumer Services;Television Services;NASDAQ;19.72
CME;CME Group Inc.;71.95;24160421326;Finance;Investment Bankers/Brokers/Service;NASDAQ;63.78
CMGE;China Mobile Games and Entertainment Group Limited;18.63;578516439.9;Technology;Computer Software: Prepackaged Software;NASDAQ;8.35
CMLS;Cumulus Media Inc.;6.32;1375981527;Consumer Services;Broadcasting;NASDAQ;2.33
CMRX;Chimerix, Inc.;19.11;675740492.7;Health Care;Major Pharmaceuticals;NASDAQ;3.33
CMSB;CMS Bancorp, Inc.;9.61;17901536.83;Finance;Banks;NASDAQ;13.39
CMTL;Comtech Telecommunications Corp.;32.21;493673554.6;Technology;Radio And Television Broadcasting And Communications Equipment;NASDAQ;24.29
CNAT;Conatus Pharmaceuticals Inc.;5.95;93010400;Health Care;Major Pharmaceuticals;NASDAQ;3.13
CNBC;Center Bancorp, Inc.;18.46;302776526.5;Finance;Major Banks;NASDAQ;9.93
CNBKA;Century Bancorp, Inc.;33.28;184927275.5;Finance;Major Banks;NASDAQ;32.77
CNCE;Concert Pharmaceuticals, Inc.;9.2;164676182;Health Care;Major Pharmaceuticals;NASDAQ;4.31
CNDO;Coronado Biosciences, Inc.;1.71;75761642.34;Health Care;Major Pharmaceuticals;NASDAQ;1.71
CNET;ChinaNet Online Holdings, Inc.;0.89;19915120.6;Technology;Advertising;NASDAQ;2.09
CNIT;China Information Technology, Inc.;4.03;118347107.8;Technology;Computer Software: Prepackaged Software;NASDAQ;1.27
CNMD;CONMED Corporation;44.4;1208414554;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;NASDAQ;21.88
CNOB;ConnectOne Bancorp, Inc.;48.01;245909476.5;Finance;Major Banks;NASDAQ;25.97
CNQR;Concur Technologies, Inc.;84.11;4784364786;Technology;Computer Software: Prepackaged Software;NASDAQ;13.12
CNSI;Comverse Inc.;24.28;540448058.7;Miscellaneous;Business Services;NASDAQ;1.48
CNSL;Consolidated Communications Holdings, Inc.;20.13;810990475;Public Utilities;Telecommunications Equipment;NASDAQ;3.52
CNTF;China TechFaith Wireless Communication Technology Limited;1.28;67754938.88;Miscellaneous;Business Services;NASDAQ;5.72
CNTY;Century Casinos, Inc.;6.1;148724447.7;Consumer Services;Hotels/Resorts;NASDAQ;4.95
CNVR;Conversant, Inc.;23.66;1585176584;Technology;Advertising;NASDAQ;8.2
CNYD;China Yida Holding, Co.;3.14;12291781.2;Consumer Services;Advertising;NASDAQ;33.95
COB;CommunityOne Bancorp;9.56;210383440.2;Finance;Major Banks;NASDAQ;3.88
COBK;Colonial Financial Services, Inc.;11.72;45240840.8;Finance;Savings Institutions;NASDAQ;16.45
COBR;Cobra Electronics Corporation;3.2699;21591084.3;Technology;Radio And Television Broadcasting And Communications Equipment;NASDAQ;5.8
COBZ;CoBiz Financial Inc.;10.17;413149609;Finance;Major Banks;NASDAQ;7.2
COCO;Corinthian Colleges, Inc.;0.835;73182153;Consumer Services;Other Consumer Services;NASDAQ;5.49
COHR;Coherent, Inc.;58.51;1458888164;Capital Goods;Biotechnology: Laboratory Analytical Instruments;NASDAQ;32.11
COHU;Cohu, Inc.;10.43;263339956.7;Capital Goods;Electrical Products;NASDAQ;9.88
COKE;Coca-Cola Bottling Co. Consolidated;75.26;697758715.3;Consumer Non-Durables;Beverages (Production/Distribution);NASDAQ;20.88
COLB;Columbia Banking System, Inc.;24.97;1313412861;Finance;Major Banks;NASDAQ;20.39
COLM;Columbia Sportswear Company;84.02;2930517112;Consumer Non-Durables;Apparel;NASDAQ;36.31
COMM;CommScope Holding Company, Inc.;24.9;4637318008;Technology;Radio And Television Broadcasting And Communications Equipment;NASDAQ;6.22
CONE;CyrusOne Inc;22.95;520469945.6;Consumer Services;Real Estate Investment Trusts;NASDAQ;14.09
CONN;"Conn&#39;s, Inc.";49.87;1802452058;Consumer Services;Consumer Electronics/Video Chains;NASDAQ;16.31
COOL;Majesco Entertainment Company;0.32;14882350.4;Technology;Computer Software: Prepackaged Software;NASDAQ;0.36
CORE;Core-Mark Holding Company, Inc.;82.71;952570656.5;Consumer Non-Durables;Food Distributors;NASDAQ;37.45
CORT;Corcept Therapeutics Incorporated;2.14;215912830.4;Health Care;Major Pharmaceuticals;NASDAQ;0.09
COST;Costco Wholesale Corporation;115.68;50885034753;Consumer Services;Department/Specialty Retail Stores;NASDAQ;26.9
COVS;Covisint Corporation;4.79;179579495;Technology;EDP Services;NASDAQ;2.72
COWN;Cowen Group, Inc.;4.13;476548677.6;Finance;Investment Bankers/Brokers/Service;NASDAQ;4.63
CPAH;CounterPath Corporation;1.099;46857843.2;Technology;Computer Software: Prepackaged Software;NASDAQ;0.36
CPGI;China Shengda Packaging Group, Inc.;0.91;35299638.01;Consumer Durables;Containers/Packaging;NASDAQ;2.83
CPHC;Canterbury Park Holding Corporation;11.41;47723055.24;Consumer Services;Services-Misc. Amusement & Recreation;NASDAQ;6.88
CPHD;CEPHEID;44.64;3112495252;Capital Goods;Biotechnology: Laboratory Analytical Instruments;NASDAQ;5.07
CPIX;Cumberland Pharmaceuticals Inc.;4.52;80296972.84;Health Care;Major Pharmaceuticals;NASDAQ;4.45
CPLA;Capella Education Company;56.57;695411728.9;Consumer Services;Other Consumer Services;NASDAQ;14.98
CPLP;Capital Product Partners L.P.;10.75;950737632.5;Transportation;Marine Transportation;NASDAQ;8.68
CPRT;Copart, Inc.;35.65;4487221401;Consumer Durables;Automotive Aftermarket;NASDAQ;7.47
CPRX;Catalyst Pharmaceutical Partners, Inc.;2.19;147100948.8;Health Care;Major Pharmaceuticals;NASDAQ;0.33
CPSI;Computer Programs and Systems, Inc.;63.76;711813452;Technology;EDP Services;NASDAQ;6.38
CPSS;Consumer Portfolio Services, Inc.;7.37;182997055.8;Finance;Finance: Consumer Services;NASDAQ;4.18
CPST;Capstone Turbine Corporation;1.55;509669003.6;Energy;Industrial Machinery/Components;NASDAQ;0.12
CPWR;Compuware Corporation;9.72;2120786621;Technology;Computer Software: Prepackaged Software;NASDAQ;4.95
CPXX;Celator Pharmaceuticals Inc.;2.55;66500256.6;Health Care;Major Pharmaceuticals;NASDAQ;0.75
CRAI;CRA International,Inc.;22.27;223381840.6;Miscellaneous;Other Consumer Services;NASDAQ;22.71
CRAY;Cray Inc;26.14;1063663341;Technology;Computer Manufacturing;NASDAQ;9.52
CREE;Cree, Inc.;47.8;5828648254;Technology;Semiconductors;NASDAQ;25.05
CREG;China Recycling Energy Corporation;2.85;173696618.7;Miscellaneous;Business Services;NASDAQ;2.57
CRESY;Cresud S.A.C.I.F. y A.;12.66;634978416.2;Finance;Real Estate;NASDAQ;3.99
CRIS;Curis, Inc.;1.75;150409136.5;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;0.47
CRME;Cardiome Pharma Corporation;7.24;119605321.3;Health Care;Major Pharmaceuticals;NASDAQ;1.95
CRMT;"America&#39;s Car-Mart, Inc.";36.02;315006426.4;Consumer Durables;Automotive Aftermarket;NASDAQ;23.78
CRNT;Ceragon Networks Ltd.;2.41;126421774.9;Technology;Radio And Television Broadcasting And Communications Equipment;NASDAQ;2.09
CROX;Crocs, Inc.;14.89;1303360444;Consumer Non-Durables;Shoe Manufacturing;NASDAQ;7.07
CRRC;Courier Corporation;12.9;149177006.1;Consumer Services;Publishing;NASDAQ;12.25
CRRS;Corporate Resource Services, Inc.;2.475;390423825;Technology;Professional Services;NASDAQ;0.17
CRTO;Criteo S.A.;28.85;1664512088;Technology;Advertising;NASDAQ;6.8
CRUS;Cirrus Logic, Inc.;22.02;1366523039;Technology;Semiconductors;NASDAQ;10.29
CRVL;CorVel Corp.;45.97;961904459.6;Finance;Specialty Insurers;NASDAQ;6.04
CRWN;Crown Media Holdings, Inc.;3.5;1258865776;Consumer Services;Television Services;NASDAQ;1.14
CRWS;Crown Crafts, Inc.;8.33;82104420.09;Basic Industries;Textiles;NASDAQ;3.51
CRZO;Carrizo Oil & Gas, Inc.;57.44;2612927104;Energy;Oil & Gas Production;NASDAQ;18.76
CTAS;Cintas Corporation;62.22;7478381208;Consumer Non-Durables;Apparel;NASDAQ;18.69
CTBI;Community Trust Bancorp, Inc.;34.51;601192636.2;Finance;Major Banks;NASDAQ;24.38
CTCM;CTC Media, Inc.;10.29;1602792688;Consumer Services;Broadcasting;NASDAQ;4.29
CTCT;Constant Contact, Inc.;29.48;925378084.4;Technology;Advertising;NASDAQ;7.54
CTG;Computer Task Group, Incorporated;15.21;279822826.5;Technology;EDP Services;NASDAQ;7.52
CTHR;Charles & Colvard Ltd;2.205;44535048.71;Consumer Durables;Consumer Specialties;NASDAQ;2.81
CTIB;CTI Industries Corporation;4.8;15845356.8;Basic Industries;Specialty Chemicals;NASDAQ;3.88
CTIC;CTI BioPharma Corp.;2.87;430012464.5;Health Care;Major Pharmaceuticals;NASDAQ;0.18
CTRL;Control4 Corporation;17.45;413588243.4;Capital Goods;Electrical Products;NASDAQ;4.34
CTRN;Citi Trends, Inc.;20;311565000;Consumer Services;Clothing/Shoe/Accessory Stores;NASDAQ;13.97
CTRP;Ctrip.com International, Ltd.;56.31;7619475255;Miscellaneous;Business Services;NASDAQ;9.96
CTRX;Catamaran Corporation;43.59;9016775363;Finance;Specialty Insurers;NASDAQ;24.1
CTSH;Cognizant Technology Solutions Corporation;48.35;29418746307;Technology;EDP Services;NASDAQ;10.89
CTWS;Connecticut Water Service, Inc.;32.14;356125180.9;Public Utilities;Water Supply;NASDAQ;17.93
CTXS;Citrix Systems, Inc.;61.4;10061212637;Technology;Computer Software: Prepackaged Software;NASDAQ;18.49
CUBI;Customers Bancorp, Inc;19.19;456849920.5;Finance;Major Banks;NASDAQ;15
CUI;CUI Global, Inc.;8.45;174310385.6;Consumer Non-Durables;Electronic Components;NASDAQ;3.47
CUNB;CU Bancorp (CA);18.19;203924179.2;Finance;Major Banks;NASDAQ;12.69
CUTR;Cutera, Inc.;9.67;137253581.8;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;NASDAQ;5.88
CVBF;CVB Financial Corporation;14.79;1566268277;Finance;Major Banks;NASDAQ;7.63
CVCO;Cavco Industries, Inc.;75.11;663959180.6;Basic Industries;Homebuilding;NASDAQ;32.84
CVCY;Central Valley Community Bancorp;11.1;121288867.5;Finance;Major Banks;NASDAQ;11.55
CVGI;Commercial Vehicle Group, Inc.;9.52;282911104.6;Capital Goods;Auto Parts:O.E.M.;NASDAQ;2.09
CVGW;Calavo Growers, Inc.;33.39;525969764.5;Consumer Non-Durables;Farming/Seeds/Milling;NASDAQ;8.05
CVLT;CommVault Systems, Inc.;48.48;2287608598;Technology;Computer Software: Prepackaged Software;NASDAQ;9.82
CVLY;Codorus Valley Bancorp, Inc;21.25;116257793.8;Finance;Savings Institutions;NASDAQ;17.98
CVTI;Covenant Transportation Group, Inc.;11.1;165648807.6;Transportation;Trucking Freight/Courier Services;NASDAQ;6.56
CVV;CVD Equipment Corporation;12.351;75636992.91;Technology;Industrial Machinery/Components;NASDAQ;5.08
CWBC;Community West Bancshares;6.8;55656864.4;Finance;Major Banks;NASDAQ;6.7
CWCO;Consolidated Water Co. Ltd.;11.06;162565398.9;Public Utilities;Water Supply;NASDAQ;9.44
CWST;Casella Waste Systems, Inc.;5.46;218607578.3;Public Utilities;Environmental Services;NASDAQ;0.07
CXDC;China XD Plastics Company Limited;10.88;529635930.2;Capital Goods;Containers/Packaging;NASDAQ;8.66
CY;Cypress Semiconductor Corporation;10.25;1616675541;Technology;Semiconductors;NASDAQ;1.16
CYAN;Cyanotech Corporation;4.81;26389766.78;Consumer Durables;Specialty Chemicals;NASDAQ;3.83
CYBE;CyberOptics Corporation;8.01;52436968.38;Capital Goods;Electronic Components;NASDAQ;5.83
